Other Income-refer,,,,,-41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355000,,,,,,,,
Excise Duty,-26200,-29400,-31900,-29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Revenues,3217400,3718700,4078500,3720900,3913500,4417000,4766400,4356500,4813600,5224800,5523000,4825100,4778800,5495600,6022000,5355500,5191200,5593500,4895200,5167900,6195800,6559800,6658500,7386500,6813200,7207600,7542200,7593700,7806200,9143400,8619400,8997700,9836900,9784500,10067000,9186700,10527900,10497700,11187400,10895800,11713900,12061200,11765700,11885200,13289800,14130700,13998100,14830700
Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Goods Sold,,,,,-793900,,,,-956300,,,,,,-875700,,,,,,,,,,-1538700,,-1920600,,,,,,,,,,,,,-404400,,,,,,,,
Cost of Materials Consumed,-587700,-1045900,-913400,-702700,-128300,-1004800,-1182700,-1019500,-91800,-1043100,-977200,-801900,-944500,-823300,-220800,-1139300,-889500,-941000,-819700,-1268200,-1241800,-1242800,-1383400,-1735300,-176500,-1886300,-265400,-1718500,-1872300,-1741000,-2010500,-2169600,-1950500,-2054000,-2460100,-2319000,-2178100,-2235400,-2390500,-2590300,-2384100,-2070900,-2101400,-1909600,-2070800,-2176000,-2350700,-2567600
Purchase of Stock in Trade,-64800,-153600,-82500,-30200,,-128100,-83700,-290000,,-116300,-194100,-71400,-159300,-190100,,-203300,-142500,-150600,-72900,-116500,-337500,-245400,-241500,-296900,,-249700,,-203800,-365100,-380800,-272900,-342200,-365400,-408300,-396400,-292700,-396400,-469800,-392900,,-452800,-457900,-785500,-801800,-516300,-532600,-535500,-713500
"Changes in Inventories of Finished Goods, Work in Progress and Stock in Trade",-144600,251800,-17200,-163400,-111400,137700,111700,354700,54500,-6100,107100,-49300,167500,-76900,-3400,405000,190700,132300,-86300,329400,153900,-176600,-66000,256200,184200,582400,499200,243200,520800,-200500,392800,118600,-488300,-135200,163200,202700,55500,144000,-158300,350900,158400,-88000,308800,-122800,-171700,-459500,23600,233000
Employee Benefit Expense,-459700,-478500,-520700,-546900,-1062400,-637400,-648300,-688400,-1402600,-721600,-774400,-755000,-866800,-894200,-1843400,-1051500,-1047800,-1057500,-1127800,-1074000,-1183200,-1174100,-1203800,-1294800,-1560900,-1305300,-2022200,-1457700,-1579900,-1600800,-1621900,-1655200,-1829400,-1861400,-1924200,-2236400,-2132100,-2222700,-2313500,-2335100,-2837800,-2609600,-2651700,-2797800,-3029000,-3170100,-3305200,-3407200
Other Expenses,-991400,-1004300,-1080700,-946800,,-1245200,-1324500,-1245300,,-1543700,-1718100,-1514600,-1653500,-1582000,,-1918700,-1645900,-1762100,-1671300,-1751500,-1827000,-1812300,-1757700,-2235400,,-1557700,,-1837500,-1981300,-2296700,-2470800,-2587600,-2658100,-2958700,-3404700,-2679300,-2846100,-2593900,-2655600,,-2629400,-3528300,-3023200,-3100600,-3725200,-3920800,-3758200,-4427000
Depreciation and Amortization Expenses,,,,,-103100,,,,-130000,,,,,,-149800,,,,,,,,,,-280200,,-291400,,,,,,,,,,,,,,,,,,,,,
Other Expenses Refer,,,,,35600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2778700,,,,,,,,
Depreciation and Amortization Expenses,-125500,-127200,-131400,-132300,44000,-109700,-117300,-114200,,-139900,-153000,-189200,-134200,-145500,,-166400,-171700,-174900,-186700,-187500,-227800,-233000,-236000,-260400,,-283300,,-306000,-308800,-315400,-317200,-311600,-317800,-327000,-333000,-330200,-331800,-337100,-342600,-342500,-339700,-343900,-359700,-397800,-412900,-429700,-435100,-453700
Finance Costs,,,,,-11700,,,,-4000,,,,,,-1400,,,,,,,,,,-16300,,-25500,,,,,,,,,,,,,,,,,,,,,
Currency Translation Gain(Loss),19500,17300,-16400,21000,,25400,-3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Income,25600,26800,45400,28800,,36200,23200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,-15700,-14800,-13800,-14900,,-10700,-15300,-11200,,-2900,-2800,-3900,-700,-900,,-1100,-1700,-1300,-900,-7700,-17900,-49300,-15700,-36200,,-15300,,-25600,-15100,-4000,-9500,-73400,-8800,-9900,-28400,-11300,-8500,-23400,-24900,,-7300,-60200,-79100,-60700,-52600,-33900,-51000,-23600
Finance Costs-Finance Costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15300,,,,,,,,
Exceptional Items,,,,-84600,,,,,,,,,,,,,,,,,,-10700,-3400,-25100,,,,,,,,,,,,,,,,,,,,,,,,
Earnings before Taxes,873100,1190300,1347800,1148900,1190000,1480400,1526100,1342600,1580200,1651200,1810500,1439800,1187300,1782700,1975300,1280200,1482800,1638400,929600,1091900,1514500,1615600,1751000,1758600,2066900,2492400,2154700,2287800,2204500,2604200,2309400,1976700,2218600,2030000,1683400,1520500,2690400,2759400,2909100,2780400,3221200,2902400,3073900,2694100,3311300,3408100,3586000,3471100
Taxes and Other Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs-Finance Costs,,,,,-329900,,,,-390300,,,,,,-467700,,,,,,,,,,-531300,,-423200,,,,,,,,,,,,,,,,,,,,,
Finance Costs-Finance Costs,,,,,,,,,5600,,,,,,-32900,,,,,,,,,,-58000,,34800,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,-276500,-360300,-417200,-407500,,-446000,-386700,-187000,,-468500,-409400,-306700,-238300,-364100,,-246500,-463900,-407900,-234000,-132800,-332000,-401800,-634400,-495300,,-825900,,-833200,-447200,-699900,-413500,-356100,-455100,-563700,-383700,-569900,-683200,-893200,-913100,-731100,-793800,-761100,-948500,-619600,-735000,-783000,-868800,-614000
Provision for Income Tax,,,,,,,,-66000,,123900,24900,7100,-1100,-99700,,-88800,39000,23400,-26600,-70200,-36200,-50200,-41100,28300,,35700,,138000,-19800,55100,21900,-108500,-17300,99700,45400,271900,74000,86800,104300,-22100,30300,23500,203400,178100,-22900,-23200,20500,-190100
Exceptional Items,,,,,860100,,,,1195500,,,,,,1474700,,,,,,,,,,1477600,,1766300,,,,,,,,,,,,,,,,,,,,,
Net Income (Loss),596600,830000,930600,741400,,1034400,1139400,1089600,,1306600,1426000,1140200,947900,1318900,,944900,1057900,1253900,669000,888900,1146300,1163600,1075500,1291600,,1702200,,1592600,1737500,1959400,1917800,1512100,1746200,1566000,1345100,1222500,2081200,1953000,2100300,2027200,2457700,2164800,2328800,2252600,2553400,2601900,2737700,2667000
Supplementary Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings before Taxes,,,,,1122100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,9.78,,,,13.58,,,,,,16.76,,,,,,,,,,16.93,,20.41,,,,,,,,,,,,,,,,,,,,,
Net Income (Loss),,,,,9.77,,,,13.58,,,,,,16.75,,,,,,,,,,16.93,,20.41,,,,,,,,,,,,,,,,,,,,,
Operating Income (Loss),843700,1161000,1316200,1198600,,1429500,1518200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS - Continuing Operations,6.79,9.44,10.58,8.43,,11.76,12.95,12.38,,14.85,16.19,12.96,,14.99,,10.74,12.02,14.25,7.6,10.1,13.14,13.34,12.33,14.8,,19.51,,18.4,13.39,15.1,14.78,11.66,13.63,12.22,10.5,9.54,16.53,15.51,16.68,16.1,19.54,17.27,18.6,18,20.44,20.83,21.91,21.35
Diluted EPS - Continuing Operations,6.78,9.43,10.57,8.42,,11.75,12.95,12.38,,14.85,,12.95,,14.98,,10.74,12.02,14.25,7.6,10.1,13.14,13.33,12.32,14.8,,19.5,,18.4,13.39,15.1,14.77,11.66,13.63,12.22,10.5,9.54,16.53,15.5,16.67,16.09,19.53,17.26,18.59,18,20.43,20.82,21.91,21.34
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
