,,,,,,
Lucentis® 2,Ophthalmology,,,,,
Stelara® 3,Immunology,,,,,
,,,,,,
Eylea® 4,Ophthalmology,,,,,
Keytruda®,Immuno-Onkology,,,,,
undisclosed,Immunology,,,,,
