Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,12.625,12.75,12.3125,12.332500457763672,8.308412551879883,32160,0.0,0.0
2002-07-02 00:00:00+05:30,12.202500343322754,12.625,12.202500343322754,12.4975004196167,8.419572830200195,44720,0.0,0.0
2002-07-03 00:00:00+05:30,12.322500228881836,12.640000343322754,12.3125,12.4375,8.379151344299316,46768,0.0,0.0
2002-07-04 00:00:00+05:30,12.5,12.8125,12.5,12.8100004196167,8.630102157592773,440240,0.0,0.0
2002-07-05 00:00:00+05:30,12.8125,13.625,12.8125,13.457500457763672,9.066325187683105,147904,0.0,0.0
2002-07-08 00:00:00+05:30,13.8125,15.220000267028809,13.8125,15.022500038146973,10.120665550231934,136208,0.0,0.0
2002-07-09 00:00:00+05:30,15.0,15.0600004196167,14.197500228881836,14.7475004196167,9.93540096282959,81856,0.0,0.0
2002-07-10 00:00:00+05:30,15.0,15.149999618530273,14.6875,14.850000381469727,10.004453659057617,63840,0.0,0.0
2002-07-11 00:00:00+05:30,14.757499694824219,14.757499694824219,14.375,14.507499694824219,9.773707389831543,33888,0.0,0.0
2002-07-12 00:00:00+05:30,14.907500267028809,14.907500267028809,14.220000267028809,14.232500076293945,9.588444709777832,29792,0.0,0.0
2002-07-15 00:00:00+05:30,14.132499694824219,14.132499694824219,13.2524995803833,13.484999656677246,9.084850311279297,20480,0.0,0.0
2002-07-16 00:00:00+05:30,13.5625,13.75,13.420000076293945,13.477499961853027,9.079797744750977,28480,0.0,0.0
2002-07-17 00:00:00+05:30,13.5,13.5,13.3125,13.364999771118164,9.00400447845459,17520,0.0,0.0
2002-07-18 00:00:00+05:30,13.375,14.25,13.2524995803833,14.140000343322754,9.52612590789795,40784,0.0,0.0
2002-07-19 00:00:00+05:30,14.0625,15.0,14.0625,14.859999656677246,10.011188507080078,108048,0.0,0.0
2002-07-22 00:00:00+05:30,14.5,14.970000267028809,13.1875,13.420000076293945,9.041061401367188,75776,0.0,0.0
