company,period_label,period_type,period_end,statement,line_item,row_index,raw_row,currency,units,source,source_url,date,page,original_file,sha256,direct_derived,notes,__period__,unnamed,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26
Formycon,,,,,,,,,,,,,,,,,,,Tax Provisions,,,,,41414151.5913027,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Other Current Liabilities,,,,,,95613.897888,137207.73284352,163962.47696989498,3388860.813308835,4724493.954694096,1145786.714148452,2535547.811565204,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Provisions,,,,,,1991.956206,,,,35606.908809648,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Total Current Liabilities,,,,,,396558.64149048,695060.78727567,882770.5866007059,4481274.225945594,6376672.924965023,3002949.9770053728,5650727.78210928,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Noncurrent Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Non-current Lease Obligations,,,,,,359109.86481768003,444942.52427967,373342.98373610195,671669.294434746,719038.7399157599,806002.299614017,852673.299757416,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Deferred Income,,,404858.85833314003,,150010.55186562188,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Deferred Tax Liabilities,,,,,,66531.3372804,82181.7149844,,10571052.242856462,11298523.0021312,9051112.555718316,8039099.244607224,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Other Liabilities,76083064.22333823,68734038.43449838,90340439.0816248,171440548.6213252,85214764.78094637,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Other Provisions,40571354.09744696,47747083.24747672,51621207.151768595,97744370.13643552,164342462.10141984,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Other Non-current Liabilities,,,,,,,,,28244693.28621245,17268890.73509776,14594870.265606085,21369689.37628859,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Shareholders' Equity,,,,,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Common Stock - Par Value,660092919.9843787,653001694.9894779,652379961.7263402,716104007.8317022,750873790.6997569,796782.4824,982607.4617699999,937594.2158511049,1338120.194298561,1476996.6592281119,1565046.127336704,1864550.263129524,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Net Loss,65829941.673859976,41534890.65294524,-291514070.21478736,-121195736.72674493,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Accumulated Loss Carry forward,,,,,,-1429427.7734256,-1602543.4421958,-2090330.9273231728,-3357461.99851764,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Period Income (loss),-1118951989.787218,-989839815.6741431,-945319735.7683697,-1322157784.7047997,-935107115.9932135,,-601087.7827500299,-1126129.8805839298,3183397.582999128,6973709.698261679,-11134651.093447592,-6825606.508426848,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Accumulated Profit/Loss Carry forward,,,,,,,,,,-181070.79208627198,6541315.134462269,-5469579.544583484,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Capital Reserves,1396256431.8263025,2084017609.5571916,2082226320.0632029,2684879850.117265,2833068584.901893,4384614.32239896,7196617.05000348,7014797.755014344,30374505.85007717,37987235.26394878,43947902.23775358,52540585.08114237,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,CIQ Balancing Difference - Shareholders Equity,,,,,,,,,,,88.600890361,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Total Shareholders Equity,1003227303.6973232,1788714379.5254714,1497772475.806386,1957630336.5174224,2648835259.6084366,3751969.03137336,5975593.28682765,4735931.162958346,31538561.62885722,46256870.8293523,40919701.00699532,42109949.29126157,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Total Liabilities & Shareholders Equity,1293626292.0538464,1952425959.8562794,1805688313.8972516,2362597479.943143,3157568713.8769054,4574168.87496192,7197778.31336739,5992044.733295155,75507250.67830648,81919996.23146205,68374636.10493912,78022138.99402407,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Formycon AG | Cash Flow (As Reported),,,,,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Period Ended,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Units,Absolute,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Spot Exchange Rate,76.517581553,71.919630736,71.6932334,76.639048991,79.688573391,79.868589384,89.32795107,84.73513021699999,88.447365609,92.00751630399999,88.600890361,105.502759188,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Operating Activities,,,,,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Net Income,65829941.673859976,,,,,,-601087.7827500299,-1126129.8805839298,3183397.582999128,6973709.698261679,-11134651.093447592,-6825606.508426848,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Net Income (Loss),,41533.58675004,-291511.85632774,-121196.9920743674,565677.3070733526,-183138.675457512,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Depreciation and Amortization and Reversals of Impairments of the Fixed Assets,82021583.01520514,67230.4708120128,50106.400823259995,60146.32564813679,72062.3769174813,72840.153518208,134527.89431142,136593.029909804,164688.994763958,173618.183265648,12321282.818052465,9124617.133892557,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Gain/loss Resulting from Disposals of Fxed Assets,900054.8868851041,1661.3434700016,2071.93444526,889.0129682955999,2749.2557819895,638.948715072,7056.90813453,677.8810417359999,3184.105161924,3772.3081684639997,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Net Gain/Loss Arising from Disposals of Non-Current Assets,,,,,,,,,,,14441.945128843,9178.740049356,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Effect of Stock Options,,,,,,,70122.44158995,65584.990787958,47319.340600815,149420.206477696,148406.491354675,191276.502407844,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Income-taxes Paid,,,,,,,-46450.5345564,,-29276.078016579002,-15273.247706463999,-354.403561444,-14348.375249568,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Income Tax Expense,,,,,,,7592.87584095,-77956.31979964,53422.208827836,301324.6158956,-1646381.744688102,-2721865.684291212,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Other Noncash Transactions,,,,,,,-2233.19877675,,,-4232.345749984,43857.440728695,-67099.754843568,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Other Financial Assets,,,,,,,,7456.691459096,13267.104841350001,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Net Finance Income,,,,,,,9200.77896021,17540.171954919,-4804814.6893433165,-7308985.0876734555,-756917.406354023,42095.600916012,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Interest Expense and Interest Income,567575.2825759017,-2970.2807493968,-609.3924839,3119.2092939337,2191.4357682525,2076.583323984,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,CIQ Balancing Calc. - Operating Activities,,7.1919630736,,,,-159.737178768,,,,,177.201780722,633.0165551279999,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Changes of Medium and Short-term Provisions,,9615.6546294032,,42565.3278096014,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Additions To/subtractions from Medium- and Short-term Reserves,,,4021.99039374,,62706.938401377905,-56227.486926336,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Trade and Other Receivables,,,,,,,-163202.16660489,-355124.93073944695,284535.175164153,248052.26395558397,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Changes in Trade and Other Receivables,,,,,,,,,,,-1087575.929181275,478666.018435956,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Contract Assets,,,,,,,-52167.52342488,-22793.750028372997,-12117.289088433,-1416915.7510815999,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Change in Contract Assets,,,,,,,,,,,845606.897605384,-616452.621935484,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Changes in Inventories,,,,,,,,,,,18251.783414366,-189060.944464896,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Inventories,,,,,,,-3573.1180428,-10083.480495823,-32106.393716067,9568.781695615999,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Inventories and Other Operating Assets,-197769108.83801767,38958.86396969121,-265996.23456068,-338384.3930099623,370790.93198832305,72440.810571288,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Trade Payables,,,,,,,255299.28415806,198873.350619299,-244645.413274494,459945.574003696,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Change in Trade Payables,,,,,,,,,,,99055.795423598,886434.182697576,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Changes in Trade Payables and Other Liabilities That are not Allocatable to Investment or Financing Activities,45988865.44169531,-118854.3817543136,140697.9705475,33184.708213103,-16407.8772612069,-26755.97744364,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Change in Contract Liabilities,,,,,,,,,,,,734299.20394848,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Other Liabilities,,,,,,,30014.19155952,33809.316956582996,57933.024473895,100656.222836576,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Changes in Other Current Liabilities,,,,,,,,,,35606.908809648,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Changes in Other Liabilities,,,,,,,,,,,67513.878455082,77861.036280744,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Prepayments and Other Assets,,,,,,,-19920.13308861,,-354497.041360872,-616358.351720496,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Changes in Prepayments and Other Assets,,,,,,,,,,,-955826.405214468,27008.706352128,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Changes in Current Provisions,,,,,,,,,,,-34288.544569707,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Cash Flow from Operating Activities,-2461088.5377962263,37182.449090512004,-361219.18716255995,-319676.80115125916,1059770.36866957,-118285.38087770401,-374820.08268972,-1131552.9289178178,-1669709.367966702,-906090.020561792,-2057401.275072781,1137636.252324204,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Investing Activities,,,,,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,"Investment in Property, plant and Equipment",-43678668.04436997,-48178.9606300464,-95015.04222501999,-33131.0608788093,-75783.83329484101,-73718.70800143201,-45646.58299677,-33385.64130549799,-48734.498450559004,-94675.73427681599,-136888.375607745,-77755.533521556,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,"Proceeds from Disposals of Property, Plant and Equipment",,186.99103991360002,21.50797002,,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Proceeds from Sale of Noncurrent Assets,,,,,,,,,,,443.004451805,738.519314316,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Acquisition of Subsidiaries Less Cash and Cash Equivalents Acquired,,,,,,,6163.62862383,,97999.68109477201,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Investments in Intangible Assets,,,-4437.81114746,-6016.1653457935,-9092.4662239131,-7188.173044560001,-8218.17149844,-46350.11622869899,-2318028.557880672,-1855515.5813027679,-2515822.281800595,-5713290.9183077635,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Investments in Financial Assets,,,,-15.3278097982,-1272865.582774443,-375382.37010480004,,-253188.56908839598,-1009980.467889171,,-214325.553783259,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Repayments from Loans Granted,,,,,,,,,,303624.80380319996,2418804.3068553,1582541.38782,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,CIQ Balancing Calc. - Investing Activities,,,,,-7.968857339100001,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Interest Received,12666.72045028362,5142.253597624001,2380.21534888,107.29466858739998,438.28715365050004,239.605768152,,3304.6700784629998,176.894731218,47475.878412863996,318520.200847795,256160.69930846398,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Cash Flow from Investing Activities,-43666001.32391968,-42849.7159925088,-97051.13005358,-39055.2593658136,-1357311.563996886,-456049.64538264,-47701.12587138,-329619.65654412995,-3278566.948394412,-1599090.6333635198,-129268.69903669899,-3951605.84538654,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Financing Activities,,,,,,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Outflows for the Repayment of Financial Liabilities,,,,,,,,,,,-3658507.9647864117,-1186800.538105812,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Inflows from the assumption of financial liabilities,,,,,,,,,3537894.6243600002,,,7385193.1431599995,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Outflows for the repayment of financial liabilities ties,,,,,,,,,,-2128777.904725648,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Payment of Lease Liabilities,,,,,,,-85218.86532078,-86514.567951557,-80310.207972972,-101484.290483312,-124395.650066844,-136204.062111708,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Proceeds from Issuance of Shares,,,,,,,2300194.7400525,128119.51688810399,155932.705568667,6485425.809236351,7361493.576534046,18568.485617088,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Cash Inflow from Additions to Shareholders' Equity of Shareholders of The,,804234.0787422464,6201.464689099999,477729.5118853985,47629.86031580071,,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Proceeds from Shareholders for Additions to Equity Capital,,,,,,1378851.327125376,,,,,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Costs Relating to Issuance of Shares,,,,,,,,,,-159725.048303744,,,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,Transaction Costs Related to Loans and Borrowings,,,,,,,,,,,,-238963.74956082,,,,,,,,,,,,,
Formycon,,,,,,,,,,,,,,,,,,,CIQ Balancing Calc. - Financing Activities,,,,,,,,,,,88.600890361,,,,,,,,,,,,,,
